Image_ID,Item_ID,Question,Answer,Image_Path
71iAqSrxWTL,B0856411BF,What is the style of the phone case design?,Illustrated,6a/6a402a14.jpg
71+Z5-oyTOL,B07B1P28GK,Is this a ready-to-eat meal?,Yes,48/482d8fed.jpg
81G4wVkR4DL,B07D6SJ4TD,Is this coconutmilk sweetened?,No,be/bef67d6a.jpg
61C0212glLL,B07K8YX7VK,How many shelves does this wall file organizer have?,Three,8e/8e046d38.jpg
71ZHk6tSHAL,B07TF1CFRW,Is this phone case compatible with the Vivo V3 Max?,Yes,49/49b1b22b.jpg
519FxPCjPeL,B083V9R1KK,What is the scent of the hand soap?,Light,20/20533b83.jpg
91iUl-R+ikL,B073P1BVBV,Is this canvas print ready to hang?,Yes,24/245fd29a.jpg
71fYDRP9x4L,B07CTMZP4V,What is the quantity of pillowcases?,Two,8a/8ac4e32a.jpg
61cUjpY0mWL,B081HNXKGV,What is the design of the phone case?,Butterfly,6e/6e1efad6.jpg
71EUzUvkcSL,B07TG4VD4S,Is this case slim?,Yes,9d/9dbf64f1.jpg
71GZSf9CVjL,B06XN5CLTL,Are the soles of these brogues made of wood?,Yes,5d/5d1af4d8.jpg
71VklQPmi1L,B07BHR9TM9,How many pieces are in this grilling tool set?,Three,90/90075577.jpg
71hnRGHPSTL,B07Y5C5K3H,What color are the gloves?,Black,c0/c00dd365.jpg
81dLOcof99L,B00FXW78T6,Is this ring size 7?,Yes,66/66900923.jpg
81quKVVB6YL,B003BHLWX8,Is this peanut butter creamy?,Yes,90/907cd7cc.jpg
51ZLixSK0FL,B07VRBWLVM,What is the color of the screen protector?,Black,68/68592f83.jpg
91ECpTPtwlL,B0783SL4PC,Is this meal kit suitable for two people?,Yes,07/0730a868.jpg
81iw9DDmqwL,B0792JCVRH,Is the sofa's frame made of wood?,Yes,9b/9b734e03.jpg
81g8s6y2M7L,B07TBV4FPC,Is this case compatible with the Asus Zenfone Max M1 ZB555KL?,Yes,5c/5ce2312b.jpg
71oR1SKWO3L,B07TG3KV61,Is this Vivo Y95 phone case compatible with wireless charging?,No,49/49b1b22b.jpg
81I7Ww3M5PL,B07TG425J3,Is the lavender field image printed directly onto the case?,Yes,61/61d99816.jpg
917Qo2C4fOL,B073WHXXM9,Is hanging hardware included with this mirror?,No,c5/c54e972e.jpg
71VklQPmi1L,B07BHR9TM9,How many pieces are in this grilling tool set?,Three,1d/1dd7edef.jpg
71PpRgMyZmL,B07TH32B9Y,Is this case compatible with a Samsung Galaxy A3 (2016)?,Yes,66/66f3a68c.jpg
71mzYFUnHtL,B0851189L6,What is the design printed on this phone case?,Mushroom,b8/b82ff307.jpg
81P4B6oCQSL,B07TG4WK2T,Is this case slim?,Yes,66/66f3a68c.jpg
61huqvryD+L,B07TJDWSK6,What is the color of the curtains?,Royal,55/5559b586.jpg
91nRFt1adnL,B01N6WEEG1,What is the closure type of the boot?,Zipper,92/92ee2cd6.jpg
71-ZMo1VVtL,B07PJ776JZ,What is the shoe's color?,Red,12/12bb313d.jpg
614YwjjXPzL,B07TG47SJ2,Is this case slim?,Yes,66/66f3a68c.jpg
91TO1K165jL,B074T3SB9F,What is the weight of the almonds in grams?,250,72/727a44bf.jpg
91Nq7-6SM4L,B07WG3V8ZL,What is the color of the shoes?,Brown,7b/7b515d5b.jpg
71iV8kwVgJL,B08544GDN2,What is the material of this phone case?,Silicone,85/85192c70.jpg
713v9AKCvqS,B000MCL43I,Is the maximum branch diameter this lopper can cut 2 inches?,Yes,ca/ca3ba90c.jpg
71JlVgo9rzL,B07TCWT1KJ,Is this case slim?,Yes,49/49b1b22b.jpg
71raD3-Af8L,B0853X8J74,What is the design pattern on the phone case?,Butterfly,d8/d87e51cf.jpg
51PsUOCr4YL,B083VB167Y,What is the flavor of the Vitamin B12 lozenges?,Berry,2f/2ff7c2b5.jpg
71gT-7U8-vL,B08569LGZJ,What is the case's print design?,Floral,2f/2f357c87.jpg
81SV-DEd4kL,B00ME4O092,What is the material of the boots?,Leather,3f/3f0fe264.jpg
71MhBzG7PFL,B06XRXDHZH,What is the toe style of these sandals?,Open,b3/b31914c1.jpg
71sxCrhuioL,B07TBV5BXK,Is this case compatible with the Asus Zenfone Max Pro M1 ZB601KL?,Yes,49/49b1b22b.jpg
61uwc0jnAeL,B07K7TRF5F,What is the table's primary material?,Oak,bb/bba18c4c.jpg
813v8lPVptL,B07121SYPB,What material is the upper made from?,Velvet,5d/5d438083.jpg
71lBCEbYQSL,B07TG4MK7L,Is this phone case compatible with the Vivo Y55L?,Yes,49/49b1b22b.jpg
81dKhF93tOL,B07TG4TTVR,Is the case shown in the image the exact one I will receive?,Yes,66/66f3a68c.jpg
71tlpahfWcL,B06XH4581J,Are these sneakers made of leather?,Yes,28/2891bca4.jpg
81M8pGxp8-L,B07931QP7Y,Is this mop head synthetic?,No,d3/d33af583.jpg
51kui+JX-fL,B01JG8EIY0,Does this air mattress include a built-in pump?,Yes,94/9480c7e7.jpg
61eCV-QYHfL,B085215871,What is the primary material of the display cabinet's body?,Wood,4e/4e316d46.jpg
91LmX2kQ4DL,B075HFVVY9,Is the frame gold?,Yes,bf/bf71cdb1.jpg
51hY+OIBWLL,B07CJW5G9S,What is the brand of this cinnamon supplement?,Solimo,b7/b723dbef.jpg
71yhzX3mzTL,B07TG4FD9N,Is this a slim case?,Yes,49/49b1b22b.jpg
91QYyWEPMbL,B001LF4I6U,Is this rug dry cleanable?,No,74/745794d4.jpg
81u3QjRZviL,B0854652RJ,What is the material of this phone case?,Silicon,d3/d37e5975.jpg
71dg7tUGFzL,B07PKXG68Q,What is the main protein in this meal kit?,Chicken,c2/c2c4020f.jpg
71vF3WMlegL,B0853WXMY1,What is the design style of this phone case?,Printed,d8/d87e51cf.jpg
81at44pI3zL,B07TG45T6V,Is this case compatible with the Lenovo Vibe X3?,Yes,49/49b1b22b.jpg
71eCsEVpA7L,B07CMHRZS2,How many toothbrushes are included?,Four,3c/3cccaf45.jpg
71Z8IjtJBlL,B07TG4V6QW,Is this case compatible with the InFocus M350?,Yes,49/49b1b22b.jpg
61xYh32hfCL,B08563QRVQ,What is the design of the phone case?,DJ,77/775d42cb.jpg
61YbegFI0FL,B07N28QBZ3,What material is the shoe made of?,Suede,4b/4b1a5246.jpg
71kWxTcmnoL,B0749RNK1F,Does this blind require drilling for installation?,No,17/179db2d3.jpg
71BMI3B3FFL,B07TB548JF,Is this case slim?,Yes,66/66f3a68c.jpg
61EIj+U1NdL,B081HNQJC5,What is the case's material?,Plastic,d8/d89025e7.jpg
81JqxJQOXsL,B07TG4VLFG,Is the Apple logo visible through the case?,Yes,49/49b1b22b.jpg
81Zh87cVfeL,B071SHDFN7,Is the heel height on these boots considered a block heel?,Yes,0c/0cfcad1f.jpg
61LRUyFXmUL,B078K592ZX,What is the weight of this soup in ounces?,24,d0/d01aee98.jpg
71TFka5cjqL,B07XLSXMS4,What is the color of the AmazonBasics TV mount?,Schwarz,74/74aef4aa.jpg
61finaPclLL,B07P5ZTJ3L,What color is the case?,Black,83/839eab9a.jpg
61HrrXYWsML,B082VZN75G,What is the size of these brownies?,Two-Bite,68/6874e8b4.jpg
61mZ+WX+N8L,B074VDJ7KZ,Is this salted?,No,8b/8b79da3b.jpg
81Eec1qPKaL,B07TB545HT,Is this case slim?,Yes,ab/ab4d426d.jpg
71FFxmJdu4L,B07T9TLVWG,Is this case hard?,Yes,6d/6dea1ccd.jpg
7140gkG+wFL,B0853WRW54,What is the print style of this phone case?,Floral,13/1316bbba.jpg
91zp-CvIV3L,B079T87YTQ,Are these shoes made of leather?,No,5a/5aed6c81.jpg
51RDnqrVstL,B079QTSHFK,What is the socks' color?,Vert,b4/b45c1758.jpg
71LlC8-tnfL,B00UYGOMKY,Is the pendant's gemstone a genuine ruby?,No,43/438f32b1.jpg
618XLIjI4sL,B081HN79PK,What is the design style of the phone case?,Printed,d0/d0ba03d9.jpg
71laqef9LEL,B07TC6MFRB,Is the design printed directly onto the case?,Yes,e4/e4066a18.jpg
71NMQmbjG5L,B08541R5TZ,What is the design printed on this phone case?,Panda,85/85192c70.jpg
71qUT4MnZ+L,B07TC6MFS8,Is this case slim?,Yes,66/66f3a68c.jpg
81TiVWbF4sL,B072V9J18H,What is the color of the sandals?,Blue,23/23bbd47e.jpg
71BQMI9iFOL,B07THRNQN4,What is the depicted flower on the phone case?,Tulips,db/dbe98a7e.jpg
61n1X7Cp3QL,B071JM3742,Are these sneakers machine washable?,No,32/32800bc1.jpg
71NTmvbaE6L,B06XRQS6P3,Are these sandals open-toe?,Yes,0a/0a2472fa.jpg
71SbhjaB7eL,B07MQF766Y,What is the number of drawers on this kitchen cart?,One,1e/1e4d7382.jpg
71xTLYfPFhL,B07T1JNVFG,Is this case compatible with the Microsoft Lumia 540?,Yes,49/49b1b22b.jpg
71T6YtLgXUL,B082PM2KBB,What is the upper material of this sandal?,Leather,75/75971def.jpg
81QFvQK8GNL,B074H7L7D2,Pitted?,Yes,7e/7ecf343f.jpg
91OxFptetVL,B071QWWPJY,What color is the iPad case?,Red,31/31d2ae5d.jpg
61+Q+Bq7q9L,B07ZQY6KRT,What is the material of these steam table covers?,StainlessSteel,ab/abcfd963.jpg
71YIbGvDiOL,B0812BR7RR,What is the material of these men's loafers?,Suede,4a/4a3d365c.jpg
61mZ+WX+N8L,B074VDJ7KZ,Is this salted?,No,c1/c1cf0f11.jpg
61Qj2VDR5PL,B01IPA4QDI,Are these earrings sterling silver?,Yes,27/27ce9e64.jpg
71BfhQIiBLL,B071WK8QFY,Are these sneakers machine washable?,No,ac/ac60f94b.jpg
61+woWTqkwL,B0853XGQY8,What is the phone case's design style?,Girlie,85/85192c70.jpg
61pjtkmx0dL,B07TG4VF3V,Is this case compatible with the Vivo V5 Plus?,Yes,29/297cfdb3.jpg
814enzdoHcL,B071ZVLQB4,Is the belt buckle made of metal?,Yes,12/12ad1f2e.jpg
81t51p2ptML,B07TG4SP4Q,Is this case slim?,Yes,99/998e23a7.jpg
615ICO7tcWL,B07TBV3MJ9,Is this case hard?,Yes,d5/d5919e24.jpg
61CL8pgrJSL,B0788FT982,Are these sandals flat?,Yes,74/74552c4e.jpg
A1h0GOFzYkL,B073335VWX,Is the interior zipper pocket large enough for a smartphone?,Yes,31/31b2764c.jpg
71gPsrxLBvL,B07TC6DSKK,Is the case design exactly as shown in the product image?,Yes,49/49b1b22b.jpg
81zTjt5g3gL,B07TG38HZG,Is this a slim case?,Yes,49/49b1b22b.jpg
91rJEpNfR6L,B0028N6SVC,Is it reversible?,Yes,db/db969829.jpg
81nYf1817LL,B07TQHBG6C,Is this case 3D printed?,Yes,c5/c57cb37e.jpg
614Ho6hyJRL,B07QG9PNCC,What character is depicted on the phone case?,Mickey,7e/7eb325a9.jpg
71SG8Nqf++L,B07H3CJRC3,What is the weight of the Vedaka soya beans?,500g,53/533c23fd.jpg
81vp+RIx+SL,B07TCWSQTQ,Is the case precisely cut to access all ports and buttons on my LG Stylus 2?,Yes,66/66f3a68c.jpg
71uFunwaVQL,B07XB1GQNT,What is the heel type?,Flats,b0/b07cd256.jpg
613hFElstdL,B07XR2517T,What style of boot is this?,Chelsea,e7/e788bc3f.jpg
811BKNx8HsL,B0736V2XSN,Is this set dishwasher safe?,Yes,a5/a5859bd8.jpg
81o1H+3RStL,B07THKW5MK,What is the color of the shoes?,Brown,79/7954b787.jpg
71Y+EJv-seL,B07Y59PMRY,What is the color of the gloves?,Blue,aa/aa51e94b.jpg
71P9Ty8cgdL,B07QL8LKGS,Is this case compatible with a Samsung Galaxy S10?,Yes,66/66f3a68c.jpg
61f4+XOycTL,B08237C6YL,What is the overall design pattern of the Movian Archar rug?,Geometric,bf/bf6b291a.jpg
713xjQdHTdL,B07SZF69ZP,Is this case for iPhone 5C?,Yes,49/49b1b22b.jpg
41sgqjYjYiL,B07H8TCPMY,What is the color of the Movian Atran TV stand?,White,cf/cff92e8c.jpg
61kZ43SFMWL,B07TH2YZBL,Is this case slim?,Yes,4e/4e5bac99.jpg
51mYG3MjmVL,B081FGJK6P,What is the color of the Solimo fabric storage boxes?,Blue,94/949be60f.jpg
91OSggzZTtL,B07BHH92LH,What is the mattress foundation's height in inches?,9,1b/1bba9ab2.jpg
61rpUeQfFIL,B07T8PZ2ND,"Is the ""1"" design element actually raised from the surface?",Yes,49/49b1b22b.jpg
61XW4DgKPcL,B07NZ4T7PR,What is the color of the wheel's center?,Green,08/083c45c8.jpg
71x2r4n9vBL,B07T9492GR,Is the case's design precisely aligned with all the Samsung Galaxy S7 Edge buttons and ports?,Yes,44/44ee54b9.jpg
81hEchK+LHL,B072V89R8L,What is the material of the boot?,Leather,5b/5b425d2d.jpg
81qkXp-KmlL,B07BG59N25,Is the PS4 Pro compatible with this backpack?,Yes,b0/b057061a.jpg
91L64ZBpL8L,B07B4Z2WDQ,Is assembly required?,No,08/086b7902.jpg
81QphUPeETL,B07T1JNN1K,Is this case slim?,Yes,d3/d356a344.jpg
51wiRu6gT9L,B08569916Z,What is the case's primary material?,Plastic,36/36cae1bf.jpg
81K6C7JX7kL,B07TCWTZ7Y,Is this Vivo V7 Plus phone case compatible with wireless charging?,No,49/49b1b22b.jpg
81+1TgipkXL,B07TB545M4,Is this case slim?,Yes,d0/d02b96ff.jpg
81R-aDJNDvL,B00MPM1MKI,What is the color of the sheet?,White,1a/1ac00d1e.jpg
81tGWGb+ZGL,B0766VXFBQ,Is the comforter reversible?,No,6a/6af43a68.jpg
61E5Q6madlL,B07R5V6HDC,Is this case for Oppo A3s?,Yes,64/64118153.jpg
81Zn0jl4aFL,B07TG4K2H8,Is this case slim?,Yes,ae/ae86849d.jpg
71OQeuqgv4L,B008U4QR64,Is assembly required for this corner chair?,No,37/37f46824.jpg
81DGU3khWfL,B0853WXMXK,What is the design of the phone case?,Waterdrops,d8/d87e51cf.jpg
71BhPLdtyPL,B07TF1G743,Is this a slim case?,Yes,66/66f3a68c.jpg
61vVanmFqEL,B0854LQ7S2,What is the material of this phone case?,Silicon,96/96c48961.jpg
71a3gnq+nZL,B07TG4VZVB,Is the case precisely cut for easy access to all buttons and ports?,Yes,7c/7c078d2f.jpg
71vSXZOPbAL,B07TG4K2HL,Is this a slim case?,Yes,44/4425f324.jpg
71tePUSH83L,B07VXTRGYJ,How many colors are included?,Forty,3f/3f8f6e97.jpg
816at25xySL,B00UZ6OZVO,Is this duvet cover set 100% cotton?,Yes,8d/8d8629bf.jpg
81RSpbBXDML,B07B51QMFH,What is the pile height of this rug?,Low,b0/b0d43d88.jpg
71d53XWB8XL,B07T5RCH8B,Is this case slim?,Yes,66/66f3a68c.jpg
91Uvzl5l7ZL,B07K928BX5,What is the primary material of the product?,PVC,6a/6a07e8c8.jpg
714Dl701gEL,B079V1WMBB,What is the color of the shoes?,Navy,3f/3f302c97.jpg
414xEZwmwXL,B074H7K3TR,Is this milk pasteurized?,Yes,da/dae64825.jpg
91ZzYFxUbbL,B074H7LF99,Is this rice pilaf suitable for microwave cooking?,Yes,92/92ef657e.jpg
71SxSnPgCDL,B07MZYGW5M,What is the color of the shoes?,Brown,5e/5efd89bc.jpg
71yJi1fpfXL,B07T2JTZLX,Is this a slim case?,Yes,55/5579f2be.jpg
51ChbcDaYNL,B00EQ5JETS,What is the color of the towels?,Gray,e6/e66036f4.jpg
71Rnc+If9WL,B06XH5SVSL,What is the material of the shoe's upper?,Leather,9b/9b2e5be7.jpg
61kQsmdSKlL,B07TJVQ7YP,Is this case 3D printed?,Yes,66/66f3a68c.jpg
91dadCFbV3L,B07B4MSP8F,Is assembly required?,No,c8/c8cbf42e.jpg
418KhoYVdyL,B07V5BT4FJ,Is this product a peel-off mask?,No,19/194a3cf8.jpg
713aUEtslEL,B07T2K7TSC,Is this case compatible with a Samsung Galaxy J2?,Yes,66/66f3a68c.jpg
71Wh5yEDeOL,B081HNCCLL,What is the pattern on the phone case?,Hearts,80/802c2760.jpg
81Zr9QvZzOL,B075Z8627Z,Does this table have a lower shelf?,Yes,65/65d357ff.jpg
51Dlo7hJZqL,B075H26GH2,What color is the curtain rod?,Black,cf/cf0020f5.jpg
81wWx1QHjJL,B074H78Y5D,What is the weight of the soap bar in ounces?,Four,83/8385b636.jpg
81jYbAaUKPL,B075X4PRNS,Is this a sofa?,Yes,24/244c82fd.jpg
81EMCqQqceL,B074MH18FB,Are these bars gluten-free?,No,08/0840aaf2.jpg
51kui+JX-fL,B01JG8EIY0,Does this airbed include a built-in pump?,Yes,5b/5bdf8447.jpg
81vFhqlqGsL,B07CM5NZRC,Is this keyboard Bluetooth?,No,b7/b7f83b4e.jpg
51M39MBAwDL,B072MQXMKM,Is this Peruvian coffee USDA Organic certified?,Yes,c0/c01c2e3b.jpg
71gDcPIFNdL,B07T22JJ5Y,Is this case slim?,Yes,49/49b1b22b.jpg
614Ho6hyJRL,B07QG9PNCC,What character is depicted on the phone case?,Mickey,4f/4f87fdbe.jpg
71bQ5gcRvOL,B07YV6GFFK,What is the shoe's color?,Blue,cb/cbf20c2d.jpg
71O-53Fvf8L,B07254M19D,Is this light bulb dimmable?,No,d0/d0e68484.jpg
71Rdz8XGbSL,B07FQRY349,What is the color of the monitor stand?,Black,82/82c207a8.jpg
91pBaelJgwL,B075Z9QB8P,Does this dining table require assembly?,Yes,a0/a05c9614.jpg
81MPdjCfBKL,B07TCWSWP1,Is the rock pile image printed directly onto the case?,Yes,66/66f3a68c.jpg
81B9X30SYcL,B07CF8Q3BQ,Is this coffee decaf?,Yes,a4/a4bd4ce3.jpg
81285Ar7DqL,B075YV7TTW,Is assembly required?,No,8d/8d468d58.jpg
710Uwk1p96L,B08569BCR1,What is the phone case material?,Silicone,85/85192c70.jpg
81yIb-QbFSL,B07TC6MFLJ,Is this case compatible with a Samsung Galaxy J2 (2016)?,Yes,66/66f3a68c.jpg
71a51Im2KjL,B07TG4KZ66,Is this case slim?,Yes,66/66f3a68c.jpg
71GGj5s+WtL,B07T15YMBX,Is this case 3D printed?,Yes,cc/cc216101.jpg
91Tqd25BFvL,B07TTN59ZW,What is the color of the organizer?,Black,75/7576837f.jpg
71NXGkEgDyL,B07TC4PLHP,Is this case slim?,Yes,06/06436262.jpg
71WXNu+9ynL,B0853XC1M2,What is the design of the phone case?,Wooden,36/36cae1bf.jpg
81tQR-ojKwL,B079VTZHFY,What is the closure type of these shoes?,Lace-Up,1d/1dfafe82.jpg
81jZydbkiML,B075M8YKKC,Is this product organic?,Yes,1b/1bc585aa.jpg
61N-COROXVL,B083P8DWPL,What is the phone case's view type?,Clear,3f/3f263e4b.jpg
81TwwQQsHdL,B07TH1423R,Is this case 3D printed?,Yes,66/66f3a68c.jpg
71lpRZShHAL,B072V71HLN,Is the heel height exactly 3.25 inches as described?,No,17/17ab962c.jpg
81juPA6ubKL,B084GPR5V9,What is the closure type of these men's formal shoes?,SlipOn,96/96bb51e5.jpg
71Q4rnA-KEL,B07TC5F6M3,Is this case hard?,Yes,9c/9cb1fc70.jpg
81CefJoGa6L,B071JM37MZ,Are the straps on these boys' trainers made with Velcro?,Yes,e6/e623e956.jpg
71K2si8zavL,B07MK1N7P6,How many blades does this razor cartridge have?,Five,c7/c7c7fa57.jpg
71NxDy1UElL,B07TH32BBK,Is the case's design precisely aligned with the Nokia 6.1 Plus's buttons and ports?,Yes,c3/c3917f18.jpg
81muzpodbiL,B07BW8P2F7,What is the color of the loveseat?,Beige,c9/c9ff8089.jpg
61QS7ZixTgL,B08541FQT2,What is the case's primary material?,Silicone,85/85192c70.jpg
713xjQdHTdL,B07SZF69ZP,Is this case for iPhone 5C?,Yes,68/68a7901c.jpg
71+rvtMQqbL,B07TC64DGW,Is this case slim?,Yes,49/49b1b22b.jpg
91w-2BkiouL,B073P1KFGS,Is this canvas print ready to hang?,Yes,49/493b1076.jpg
71se2CplBNL,B07TH2YZYD,Is this case slim?,Yes,66/66f3a68c.jpg
61hvuMMLB0L,B07VK9F686,What color is the umbrella shown in the main image?,Claret,7f/7fd9ab32.jpg
710gxCy5w6L,B08569FRG7,What is the design style of the phone case?,Amethyst,15/15b9e857.jpg
51SWJgOt-OL,B01L081OFK,Is this product vegan?,Yes,34/3407ead0.jpg
71yxsDU3AdL,B071KWXC7Y,Is this meal kit ready-to-eat?,No,71/719a052c.jpg
51SWJgOt-OL,B01L081OFK,Is this turmeric supplement suitable for vegans?,Yes,68/68569127.jpg
81ZgcTJLhoL,B07HZ6LL7B,What is the color of the sofa?,Navy,85/85b10708.jpg
71VHRNgvpqL,B00WU06YV2,Are these headphones compatible with iPhones?,Yes,15/1527656f.jpg
71hG0qPqBgL,B07MHHSP3P,What is the predominant color of the boots?,Navy,0b/0b1419f7.jpg
71k4EXCyY1L,B0853VHFY8,What is the upholstery fabric color of the Stone & Beam Kingsepp Glider?,Oyster,ad/ad56bf95.jpg
61ZfN5s+axL,B07T9TM521,Is this case slim?,Yes,66/66f3a68c.jpg
71qSBeLxviL,B07TG425HR,Is this case compatible with a Vivo V7 Plus phone?,Yes,49/49b1b22b.jpg
51P8TuzZofL,B084S6R7MC,What is the finish of the desk's surface?,Melamine,65/650d8d6e.jpg
61DlBtadcYL,B07THSGJHL,Is the case 3D printed?,Yes,49/49b1b22b.jpg
61-0T2PSnpL,B07R5V6N86,Is this case hard or soft?,Hard,6e/6ef31e49.jpg
71eqLAd9jKL,B073P39KQP,How many arms does this lamp have?,Three,0c/0c59bbf2.jpg
618Jj4qk9PL,B084LWJ4J1,What is the main material of this phone case?,Silicone,aa/aa216034.jpg
81GoM0JR3WL,B074J6TR6R,Is this orange juice from concentrate?,No,77/77c72bf7.jpg
81pMc4G8VaS,B0013EDQV2,Are these pillowcases pre-shrunk?,Yes,23/235bdb6b.jpg
71idapSZQ4L,B07TF1CCZ5,Is this case slim?,Yes,66/66f3a68c.jpg
81rNCG6dq6L,B07DMZRT6J,What is the closure type of these sneakers?,Lace-Up,2f/2f59f7be.jpg
71J8ZDwY08L,B07TB4W2LY,Is this case slim?,Yes,e2/e222f1b4.jpg
71OCGi+VmPL,B07TRVJS7H,Is this case hard or soft?,Hard,49/49b1b22b.jpg
71tEXJN-TtL,B072QF6YBW,Are these sneakers made of genuine leather?,No,53/53c13ab5.jpg
A1R7QGfu6eL,B07GCT8CKF,What is the rug's material?,Wool,d5/d5c2afa2.jpg
71ceNP5PhXL,B01DG9REQE,Are the included cases compatible with the 4th generation iPod Touch?,Yes,5d/5d1f14a9.jpg
81jScL5NouL,B07TH32VZL,Is this case slim?,Yes,49/49b1b22b.jpg
71eCsEVpA7L,B07CMHRZS2,Are the bristles soft?,Yes,51/51731605.jpg
81qPAb-u+9L,B0853WV42J,What is the design style of this phone case?,Abstract,36/36cae1bf.jpg
71Eu2utLMmL,B0853X5LWM,What is the phone case's material?,Silicone,2f/2f357c87.jpg
91CSZeCMu+L,B074ZN68GP,What is the color of the speaker case?,Orange,83/8370fd66.jpg
81KECA66++L,B07C81N8CH,Is this water bottle dishwasher safe?,Yes,2b/2b71ee6d.jpg
61CL8pgrJSL,B0788FT982,Are these sandals flat?,Yes,4e/4e9f9351.jpg
71mJ-gX1anL,B08441B3D3,What is the finish of the AmazonBasics LED under-cabinet light?,White,82/825971c0.jpg
617zijefB4L,B0813LXH8J,What is the material of the laundry basket?,Cotton,1a/1a705e0d.jpg
71Iwr0kxRFL,B01LXGGR5L,What is the size of this laminator?,A3,47/4741018d.jpg
51GRTFFPslL,B07WH14DNN,Is the glue washable?,Yes,09/09e0cb2e.jpg
71zBsnZBl4L,B07TC5V4Q9,Is the lotus flower image printed directly onto the case?,Yes,2d/2d3289d0.jpg
71k8+4RMw5L,B07W7TT617,What is the color of the shoes?,Brown,8d/8dcce70c.jpg
61AHcslGkiL,B07TC5JFJ9,Is the Eiffel Tower design printed directly onto the case?,Yes,c1/c18d38ca.jpg
71n4TGBGBGL,B07F8TC9LW,What type of olive oil is this?,Extravirgin,4c/4cabade0.jpg
612SiLTE18L,B00E7NQVS6,Are napkins included?,Yes,42/421137e7.jpg
712kTNpma3L,B07PNG6XLV,How many shelves does the Movian Martin bookcase have?,Six,00/0077cbc1.jpg
81XVde9RpdL,B074MX8VN5,Is this heater’s tip-over protection automatic?,Yes,c1/c127b465.jpg
61g8I-enfiL,B01MR8942L,What is the finish of the AmazonBasics Traditional Bin Cup Drawer Pull?,Nickel,bb/bbd52a68.jpg
71DXlIUBs9L,B016RNUF9Y,What letter is on the pendant?,B,e3/e3412ef7.jpg
91l+JwqiCeL,B075X4QFK2,What is the color of the settee?,Brown,14/144409b9.jpg
61cGDAwgkIL,B07YFZ54N6,What is the shoe's heel type?,Mid-Heel,0a/0a180cbb.jpg
51jNv-Fzw6L,B000GXF4UC,Is this sun lounger foldable?,No,52/520c09d3.jpg
71UTvKYWzML,B072V7ZY23,What is the material of the boot?,Suede,7a/7af37181.jpg
811cL7bgOVL,B07414HJB6,Is this Vitamin K supplement certified vegan?,Yes,90/90b27134.jpg
7167Da8A1gL,B07G4XWVQ7,Is this sheet fitted?,Yes,b8/b8aeec9d.jpg
712SGZCkg9L,B06XJBJC51,What type of oil is this?,Olive,7b/7b1cfa8d.jpg
71KPK2gc3RL,B07TH382TP,Is this Oppo F1 Plus case made of plastic?,No,66/66f3a68c.jpg
71lJek-uzcL,B07YF8LH9D,What is the color of the shoes?,Black,61/61a31176.jpg
91B6MLLdR-L,B07FDDNXXT,What is the primary material of the cage?,Metal,5b/5b89aaa3.jpg
91XVnYTRyfL,B07PRCNS99,What is the color of the suitcase?,Black,08/080ceafa.jpg
61mZ+WX+N8L,B074VDJ7KZ,Is this product unsalted?,No,bc/bca73beb.jpg
61wsefOr0hL,B07TG3JKK6,Is this case compatible with the Lenovo A6600?,Yes,ba/ba887d15.jpg
510x-YU++BL,B07HCVD4S1,Is this a pendant?,Yes,ca/ca84a90f.jpg
61jb6tZDBmL,B01N6T68H5,What is the finish of this cabinet handle?,Bronze,79/79e3e5f9.jpg
71fC826khhL,B07R4VYY99,What color is the pet bed?,Blue,5c/5c2fa886.jpg
81i5Z0XC1HL,B07TCGC8SY,Are these shoes made of genuine leather?,No,5d/5d0638e3.jpg
61jjpyV69vL,B07255V34N,Are these boots made of leather?,No,5a/5a756a67.jpg
81lZ25MUixL,B07TF1F1V4,Is this case slim?,Yes,66/66f3a68c.jpg
71PkdaEnt7L,B0853WTWSK,What is the phone case's design style?,Printed,d8/d87e51cf.jpg
61xV8MK8CnL,B07GDKZWCK,What is the shape of the table?,Triangular,8c/8c7b65d8.jpg
71fYDRP9x4L,B07CTMZP4V,What is the quantity of pillowcases?,Two,29/29f6bbf3.jpg
51P5axgCh2L,B082SZ1NG4,What is the shape of the lightbulb?,A19,1b/1bf569ec.jpg
61NKuahZB3L,B07T9TMCZP,Is this case slim?,Yes,49/49b1b22b.jpg
71P60Sz39JL,B074VD6QL5,Is this a limited edition flavor?,Yes,00/00550e86.jpg
71-eMu0gN+L,B01MZF9541,Is this sandal made of suede?,Yes,cb/cbf26995.jpg
A1Cr9MKhtIL,B07DBD7N9S,What is the chair's upholstery material?,Leather,b4/b4c3e7fc.jpg
91LmX2kQ4DL,B075HFVVY9,Is the frame material wood?,Yes,bf/bf71cdb1.jpg
61CL8pgrJSL,B0788FT982,Are the pearls on these sandals real?,No,2e/2e1b64c4.jpg
51oPnIFvS2L,B07PZN73RY,How many hooks are included in this pack?,Five,79/79a6fdff.jpg
81sKMC0mO1L,B07YX8FWWY,What is the bag's material?,Leather,3e/3e1958ac.jpg
3159VeIpjBL,B07YFYCB8C,What is the paper's size?,A4,6f/6f900df9.jpg
71J8QtZ7s5L,B07T9TP22R,Is this Nokia 6.1 Plus phone case compatible with wireless charging?,No,25/25ca8903.jpg
